timeStamp,from,to,value,gas,gasPrice
2019-10-12 03:45:48,0xb296f5fb75dca6730cb7ad0eea6457d170fcb3af,0xa7efae728d2936e78bda97dc267687568dd593f3,0.24469,420000,10000000000
2019-10-12 03:45:48,0x8b9f4074678a7c2420f3cb43314f2e350581ad30,0xa7efae728d2936e78bda97dc267687568dd593f3,0.39789823,420000,10000000000
2019-10-12 03:46:11,0xa7efae728d2936e78bda97dc267687568dd593f3,0x5f8fb8c4f886c306c23bf65dbc9293cbf94f89cb,1.988,420000,35000000000
2019-10-12 03:46:11,0xa51bd7735a284bd46119471a1e0025290d785d43,0xa7efae728d2936e78bda97dc267687568dd593f3,0.16929744,420000,10000000000
2019-10-12 03:46:11,0xe0d43c7bf6632ddabaff163ac0921f5c8fbf6e6e,0xa7efae728d2936e78bda97dc267687568dd593f3,0.15994296,420000,10000000000
2019-10-12 03:46:11,0x874583c78a4a9da75c98e8af8e4380b2ad183496,0xa7efae728d2936e78bda97dc267687568dd593f3,0.15949,420000,10000000000
2019-10-12 03:46:11,0x87b306ccd952c714033f3b7ebd79f93fe509179a,0xa7efae728d2936e78bda97dc267687568dd593f3,0.14627241,420000,10000000000
2019-10-12 03:46:11,0xc319543a3c5beb88dfc0f7143b2c89f2a793a84f,0xa7efae728d2936e78bda97dc267687568dd593f3,0.14576402,420000,10000000000
2019-10-12 03:46:11,0x3b008026628a54a541441d928566c5fff4ae0eda,0xa7efae728d2936e78bda97dc267687568dd593f3,0.14504648,420000,10000000000
2019-10-12 03:46:11,0x325be4b167aa444e68591f4100b7e58c81aedbfc,0xa7efae728d2936e78bda97dc267687568dd593f3,0.14265529,420000,10000000000
2019-10-12 03:46:11,0x1c5de09390ae808403f26c9e046e47ac77d7a792,0xa7efae728d2936e78bda97dc267687568dd593f3,0.14094071,420000,10000000000
2019-10-12 03:46:11,0xb634d12b0c81eca50929e2e15d87e029ecdcae00,0xa7efae728d2936e78bda97dc267687568dd593f3,0.13622262,420000,10000000000
2019-10-12 03:46:11,0xe5e1b33e0cfcde5cd48e1ac9258380a47a8797e9,0xa7efae728d2936e78bda97dc267687568dd593f3,0.13357406,420000,10000000000
2019-10-12 03:46:11,0xaf31c24ef0e14310ae0d8e151fe11f128edfa54a,0xa7efae728d2936e78bda97dc267687568dd593f3,0.13232633,420000,10000000000
2019-10-12 03:46:11,0x91ba859d7c4d87d0eec2ff7622af5013b91b4955,0xa7efae728d2936e78bda97dc267687568dd593f3,0.11855838,420000,10000000000
2019-10-12 03:46:11,0x420658457fc96a9adcb352bd9840978adb355937,0xa7efae728d2936e78bda97dc267687568dd593f3,0.11723637,420000,10000000000
2019-10-12 03:46:11,0x8eb6be32a5f3e908455e21e77bfded7b829b309c,0xa7efae728d2936e78bda97dc267687568dd593f3,0.11467251,420000,10000000000
2019-10-12 03:46:11,0xf8a237dd48cc7c6616409dcfb24b3cbf42264e97,0xa7efae728d2936e78bda97dc267687568dd593f3,0.10895902,420000,10000000000
2019-10-12 03:46:11,0xc31c1158ed4d735d0cb8e3b4603b6b5ff9dc44c3,0xa7efae728d2936e78bda97dc267687568dd593f3,0.10882038,420000,10000000000
2019-10-12 03:46:11,0xc884bb1c54d80f04af1c3b472769447f0031eb01,0xa7efae728d2936e78bda97dc267687568dd593f3,0.10405296,420000,10000000000
2019-10-12 03:47:08,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,30.609,420000,35000000000
2019-10-12 03:50:55,0xa7efae728d2936e78bda97dc267687568dd593f3,0xca8e4d99e20df7b4a4bef3debc4a600b72fddf92,0.378,420000,35000000000
2019-10-12 03:51:43,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,30.603,420000,35000000000
2019-10-12 03:58:08,0xa7efae728d2936e78bda97dc267687568dd593f3,0x2080e813963cc77c2bf5121ebfdcd1b182313e4d,2.101,420000,35000000000
2019-10-12 03:58:08,0xa7efae728d2936e78bda97dc267687568dd593f3,0x86a32772011196d5f5005de56d348fcd207c3913,22.443,420000,35000000000
2019-10-12 04:00:50,0xa7efae728d2936e78bda97dc267687568dd593f3,0x0317e0723de2305538d88c94380e8e21a230862e,11.99,420000,35000000000
2019-10-12 04:05:28,0xa7efae728d2936e78bda97dc267687568dd593f3,0xabcb69e5e5547a43bee28197182a829b2118a7ac,3.828,420000,35000000000
2019-10-12 04:06:01,0xa7efae728d2936e78bda97dc267687568dd593f3,0x54f93f3022b36184c502b88b558ba7cb3fe8372d,15.0,420000,35000000000
2019-10-12 04:09:28,0xa7efae728d2936e78bda97dc267687568dd593f3,0x834bb16ca0771daa3473fc3f480687c79d02306a,20.0,420000,35000000000
2019-10-12 04:11:34,0xa7efae728d2936e78bda97dc267687568dd593f3,0x566374cb47eb3d44e158fe5eb63db2aa5bf927c4,9.99,420000,35000000000
2019-10-12 04:14:02,0xa7efae728d2936e78bda97dc267687568dd593f3,0xdb993aac8f77a519916260404466b68459d5f33e,27.983,420000,35000000000
2019-10-12 04:16:18,0xa7efae728d2936e78bda97dc267687568dd593f3,0x834bb16ca0771daa3473fc3f480687c79d02306a,20.0,420000,35000000000
2019-10-12 04:20:42,0xa7efae728d2936e78bda97dc267687568dd593f3,0xf40d21f49ef34a0de40dcbb57589952edfd0b700,0.102,420000,35000000000
2019-10-12 04:22:13,0xa7efae728d2936e78bda97dc267687568dd593f3,0xab9a94681189dcb0df4c403c3db2a1b9d64e280d,15.0,420000,35000000000
2019-10-12 04:25:32,0xa7efae728d2936e78bda97dc267687568dd593f3,0x55b25ee5843c8c0819359ec44b67da4dccc8c4ba,1.004,420000,35000000000
2019-10-12 04:28:07,0xa7efae728d2936e78bda97dc267687568dd593f3,0xcba3dc8fd14ebd75c75323f710ac4928a9b6a6ba,2.0,420000,35000000000
2019-10-12 04:28:41,0xa7efae728d2936e78bda97dc267687568dd593f3,0x343186396ec009ac5507ee7c0b7df0c4b7c5a836,20.102,420000,35000000000
2019-10-12 04:30:01,0xa7efae728d2936e78bda97dc267687568dd593f3,0xcb77784d0eb3164da2cc847683b7273da0f4816b,7.99,420000,35000000000
2019-10-12 04:30:46,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,22.962,420000,35000000000
2019-10-12 04:34:25,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,19.11,420000,35000000000
2019-10-12 04:39:29,0xa7efae728d2936e78bda97dc267687568dd593f3,0xb7ed9fe0ab9c5b5186d615eb7953b4629a62e643,152.99,420000,35000000000
2019-10-12 04:41:54,0xa7efae728d2936e78bda97dc267687568dd593f3,0x633c4ad0775db5b36898bf8d851237f2844d567e,5.59,420000,35000000000
2019-10-12 04:42:17,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,30.591,420000,35000000000
2019-10-12 04:43:15,0xa7efae728d2936e78bda97dc267687568dd593f3,0xba6486bcca5d73f3b48649ae80efaf20db1b4716,19.99,420000,35000000000
2019-10-12 04:44:43,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,30.65,420000,35000000000
2019-10-12 04:45:44,0x3aa178866e2b5b5f20df1ba346e90482b8e520ed,0xa7efae728d2936e78bda97dc267687568dd593f3,24.9,420000,35000000000
2019-10-12 04:45:44,0x199c52f4e2bfd7b6146f0daf17d0a5868583ed6e,0xa7efae728d2936e78bda97dc267687568dd593f3,12.50348,420000,35000000000
2019-10-12 04:45:44,0xe418a0e203f36cb843079f6ebf0b367e48774ac1,0xa7efae728d2936e78bda97dc267687568dd593f3,58.99476068,420000,35000000000
2019-10-12 04:45:44,0x235e86479a85474a81205be77ea987c0aaddc179,0xa7efae728d2936e78bda97dc267687568dd593f3,57.999264999999994,420000,35000000000
2019-10-12 04:45:44,0x3d3cba1184676c79735c5d6566ea2a49e9225d7c,0xa7efae728d2936e78bda97dc267687568dd593f3,13.969265,420000,35000000000
2019-10-12 04:45:44,0x0f6193b19a4850331932f430dde6aed7ed3b144a,0xa7efae728d2936e78bda97dc267687568dd593f3,29.719265,420000,35000000000
2019-10-12 04:45:44,0xd5fa5a1facd07c6205d976e86ccf613a896de40b,0xa7efae728d2936e78bda97dc267687568dd593f3,22.969265,420000,35000000000
2019-10-12 04:45:44,0xb325c7fffeb9b70bef98dd094461a4b0dd87f4b1,0xa7efae728d2936e78bda97dc267687568dd593f3,10.08520873,420000,35000000000
2019-10-12 04:45:44,0x82ae26cde51ec1d49182ead539fefb5e4618ebdb,0xa7efae728d2936e78bda97dc267687568dd593f3,0.98979,420000,10000000000
2019-10-12 04:45:44,0x13637bd5f4510e2560d7399793d97ee7c1010c7f,0xa7efae728d2936e78bda97dc267687568dd593f3,0.30173942,420000,10000000000
2019-10-12 04:45:44,0xf5bdd75bcab68a45bb59536e26bf04e8e36613a4,0xa7efae728d2936e78bda97dc267687568dd593f3,0.75844345,420000,10000000000
2019-10-12 04:47:14,0xa7efae728d2936e78bda97dc267687568dd593f3,0x7647f78943d131f56a5aa1335cff53ca186f6ba6,0.248,420000,35000000000
2019-10-12 04:50:54,0xa7efae728d2936e78bda97dc267687568dd593f3,0xe6c697a1552c601c50185c8fe7bf9c95f5351ba8,1.2,420000,35000000000
2019-10-12 04:53:20,0xa7efae728d2936e78bda97dc267687568dd593f3,0xe0a7daa9ec652762a89e423bc10987ac79630eb3,1.18,420000,35000000000
2019-10-12 04:57:04,0xa7efae728d2936e78bda97dc267687568dd593f3,0x55da8590f7f59caa9b3c86403a44ceddfedbb11b,0.49,420000,35000000000
2019-10-12 04:57:04,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,30.624,420000,35000000000
2019-10-12 04:59:18,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,15.3,420000,35000000000
2019-10-12 05:02:31,0xa7efae728d2936e78bda97dc267687568dd593f3,0xb5117aae3e3daea230bd5b269783bd517fd3dd17,0.59,420000,35000000000
2019-10-12 05:08:34,0xa7efae728d2936e78bda97dc267687568dd593f3,0x387bd653e1f85ab5281d4baf2a5436d2b2eb98e2,0.09,420000,35000000000
2019-10-12 05:12:42,0xa7efae728d2936e78bda97dc267687568dd593f3,0xd1dcaec41e158e16aaf11c92459a6288969001b5,19.99,420000,35000000000
2019-10-12 05:17:05,0xa7efae728d2936e78bda97dc267687568dd593f3,0x8ba35d32fbb62c09096046b5da503dfefdff1d35,1.1,420000,35000000000
2019-10-12 05:17:52,0xa7efae728d2936e78bda97dc267687568dd593f3,0x2d0cc874c7956ee0c30bb7ceb7661c95a22325b5,0.1,420000,35000000000
2019-10-12 05:19:03,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,22.865,420000,35000000000
2019-10-12 05:22:02,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,22.874,420000,35000000000
2019-10-12 05:22:55,0xa7efae728d2936e78bda97dc267687568dd593f3,0x46c73f35ee4377c9443882af0d4a25ae1303bbb4,1.37,420000,35000000000
2019-10-12 05:25:17,0xa7efae728d2936e78bda97dc267687568dd593f3,0x2d0cc874c7956ee0c30bb7ceb7661c95a22325b5,2.218,420000,35000000000
2019-10-12 05:27:01,0xa7efae728d2936e78bda97dc267687568dd593f3,0x1a1e8934fe394b2382bf3f0a1f400fbc8b93847c,1.0,420000,35000000000
2019-10-12 05:29:43,0xa7efae728d2936e78bda97dc267687568dd593f3,0x9def61e7c7276e94914c84cb332aa294bded07cd,9.99,420000,35000000000
2019-10-12 05:36:48,0xa7efae728d2936e78bda97dc267687568dd593f3,0xf00ec2a712cfe97a7917bd090b3013c8149d817a,10.0,420000,35000000000
2019-10-12 05:37:27,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,15.224,420000,35000000000
2019-10-12 05:41:04,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,30.441,420000,35000000000
2019-10-12 05:42:54,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,15.204,420000,35000000000
2019-10-12 05:46:14,0x7c4e56b35cc38a7f01b5a3f634e7be690f03efa4,0xa7efae728d2936e78bda97dc267687568dd593f3,20.99239716,420000,35000000000
2019-10-12 05:46:14,0x8a51395265015b9e5d85ff3394bbe2f599292040,0xa7efae728d2936e78bda97dc267687568dd593f3,17.999265,420000,35000000000
2019-10-12 05:46:14,0xd403726a9ac057cdba050fa680dab0036af00394,0xa7efae728d2936e78bda97dc267687568dd593f3,15.979265,420000,35000000000
2019-10-12 05:46:14,0xf8b72aa06ed9125204046ea2f186cef0ef6f2e87,0xa7efae728d2936e78bda97dc267687568dd593f3,14.969265,420000,35000000000
2019-10-12 05:46:14,0x512072175b9cc18339ec48459467a660f943ef65,0xa7efae728d2936e78bda97dc267687568dd593f3,11.96979,420000,35000000000
2019-10-12 05:46:14,0x5a0c4c692a8e096093b184d70add50e62edc8661,0xa7efae728d2936e78bda97dc267687568dd593f3,10.39835514,420000,35000000000
2019-10-12 05:46:14,0x3cc75bcc7e32ce9c8d7aa4097ff7c6b6213cbcc3,0xa7efae728d2936e78bda97dc267687568dd593f3,9.979265,420000,35000000000
2019-10-12 05:46:14,0x9fad9cb57f7ba8e9b6980ea71f0aabcafc6abf89,0xa7efae728d2936e78bda97dc267687568dd593f3,8.979265,420000,35000000000
2019-10-12 05:46:14,0xc0059ec03a1cfdc6baf3d80059f91d43b0469c2b,0xa7efae728d2936e78bda97dc267687568dd593f3,3.25902841,420000,35000000000
2019-10-12 05:46:14,0x1543f7ba25d40ff64fe08807705dcc0b4cd0e816,0xa7efae728d2936e78bda97dc267687568dd593f3,1.989265,420000,35000000000
2019-10-12 05:46:14,0x9a18249c557cc32301eb2ba47f7c11f4537360df,0xa7efae728d2936e78bda97dc267687568dd593f3,1.16015354,420000,35000000000
2019-10-12 05:46:14,0x45da8392ef4a87f6409083b004c5ac9c3b9d39eb,0xa7efae728d2936e78bda97dc267687568dd593f3,1.14208394,420000,35000000000
2019-10-12 05:46:14,0x3d6ce2686dba445232969590dc54f87d30c063ba,0xa7efae728d2936e78bda97dc267687568dd593f3,0.99279,420000,10000000000
2019-10-12 05:46:14,0x12ebc7f1b2921fcfcacf9e88f7ad7ec18602cba0,0xa7efae728d2936e78bda97dc267687568dd593f3,0.78339,420000,10000000000
2019-10-12 05:46:14,0x0fbb972b514cca71806c048c9e2cf0a1b6976bf6,0xa7efae728d2936e78bda97dc267687568dd593f3,0.45638571,420000,10000000000
2019-10-12 05:46:14,0x1679fcca4841dff55f03dc04be4335c6cc9fb523,0xa7efae728d2936e78bda97dc267687568dd593f3,0.43730776,420000,10000000000
2019-10-12 05:46:14,0x8646ca47be93c10f5008e1994921f580a075ef1e,0xa7efae728d2936e78bda97dc267687568dd593f3,0.4082711,420000,10000000000
2019-10-12 05:51:50,0xa7efae728d2936e78bda97dc267687568dd593f3,0xb903994fa736fdf5cd090f376cc539d0c9e5b82e,4.454,420000,35000000000
2019-10-12 05:52:25,0xa7efae728d2936e78bda97dc267687568dd593f3,0xbc3b07bdff4ea8539e81eee7bda4ca852bdaa7d3,648.0,420000,35000000000
2019-10-12 05:54:44,0xa7efae728d2936e78bda97dc267687568dd593f3,0x70634c61604d9e51187001efff6751f606e126a9,0.49,420000,35000000000
2019-10-12 05:55:02,0xa7efae728d2936e78bda97dc267687568dd593f3,0x57dbe37d71f3a353858b2d5ff47c359a747729df,99.99,420000,35000000000
2019-10-12 05:58:28,0xa7efae728d2936e78bda97dc267687568dd593f3,0x5c2ce8830c50204d9906f9d97b6a295a26863717,18.822,420000,35000000000
2019-10-12 06:01:09,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6e9287b7d1dd355c19b035176b9c70bbbac1454a,15.1,420000,35000000000
2019-10-12 06:01:09,0xa7efae728d2936e78bda97dc267687568dd593f3,0x93f717dec5a54cec9563235183e18a2ad8d6eb5a,0.269,420000,35000000000
2019-10-12 06:01:49,0xa7efae728d2936e78bda97dc267687568dd593f3,0x0b5e57bbf9ee6594e71316e781e6eef6c19e8ea2,21.99,420000,35000000000
2019-10-12 06:04:03,0xa7efae728d2936e78bda97dc267687568dd593f3,0x9def61e7c7276e94914c84cb332aa294bded07cd,9.99,420000,35000000000
2019-10-12 06:06:49,0xa7efae728d2936e78bda97dc267687568dd593f3,0xbc3b07bdff4ea8539e81eee7bda4ca852bdaa7d3,617.0,420000,35000000000
2019-10-12 06:07:31,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,38.092,420000,35000000000
2019-10-12 06:10:10,0xa7efae728d2936e78bda97dc267687568dd593f3,0x9b88db6e5b85a689a2418628a30422d59008a3f5,0.725,420000,35000000000
2019-10-12 06:11:40,0xa7efae728d2936e78bda97dc267687568dd593f3,0xb7b42ec8a48170e07985cc734803daa1436ba086,24.41,420000,35000000000
2019-10-12 06:11:40,0xa7efae728d2936e78bda97dc267687568dd593f3,0xce235362e7d11de16696fed6adad9137f9ad8ada,3.806,420000,35000000000
2019-10-12 06:14:18,0xa7efae728d2936e78bda97dc267687568dd593f3,0x23d81f4d4c250b8c3eeab5d016f0ea496d52106e,0.02,420000,35000000000
2019-10-12 06:17:43,0xa7efae728d2936e78bda97dc267687568dd593f3,0xd2b39ec8875e04c4d6c6f95a0a35921c5d37dc7e,0.019,420000,35000000000
2019-10-12 06:18:21,0xa7efae728d2936e78bda97dc267687568dd593f3,0x23d81f4d4c250b8c3eeab5d016f0ea496d52106e,8.353,420000,35000000000
2019-10-12 06:22:34,0xa7efae728d2936e78bda97dc267687568dd593f3,0xb1f9138b27157da1046fd779b78ad3fb63d0d98b,6.2,420000,35000000000
2019-10-12 06:24:28,0xa7efae728d2936e78bda97dc267687568dd593f3,0x54782944d6a104c490aeab548acc5fecb2bc0da4,0.065,420000,35000000000
2019-10-12 06:25:59,0xa7efae728d2936e78bda97dc267687568dd593f3,0x77e66f47457be1ab671995676068ee635ab0c724,0.066,420000,35000000000
2019-10-12 06:28:34,0xa7efae728d2936e78bda97dc267687568dd593f3,0x620a85dec9b88a8e54a4a7281bfd8cea5a4276d1,31.0,420000,35000000000
2019-10-12 06:29:20,0xa7efae728d2936e78bda97dc267687568dd593f3,0x4c90c09ca8ee0a73d31a24759f9022ada71fdd97,0.014,420000,35000000000
2019-10-12 06:30:12,0xa7efae728d2936e78bda97dc267687568dd593f3,0x50ecb4868c8d19dc26edcda7302b8671fae2f5c7,59.99,420000,35000000000
2019-10-12 06:31:13,0xa7efae728d2936e78bda97dc267687568dd593f3,0xd6e71e15192b8ccdcbf6cbf7ae166cb770aed5a9,0.988,420000,35000000000
2019-10-12 06:31:26,0xa7efae728d2936e78bda97dc267687568dd593f3,0x9464b5281b39871eccf1972336d5d511148e78b5,0.99,420000,35000000000
2019-10-12 06:31:32,0xa7efae728d2936e78bda97dc267687568dd593f3,0x163f3ec9345300c522810e6ce19c4b149c742500,1.076,420000,35000000000
2019-10-12 06:32:09,0xa7efae728d2936e78bda97dc267687568dd593f3,0x52e1c48a06bef9357743337f7cf519da6fbb4856,8.063,420000,35000000000
2019-10-12 06:32:53,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,15.263,420000,35000000000
2019-10-12 06:34:04,0xa7efae728d2936e78bda97dc267687568dd593f3,0x26823232b667285d35bad9663dbedf8210926f97,2.005,420000,35000000000
2019-10-12 06:36:36,0xa7efae728d2936e78bda97dc267687568dd593f3,0x6a53633da5c80d6e8841ba044523ccb6a8977542,11.444,420000,35000000000
2019-10-12 06:36:36,0xa7efae728d2936e78bda97dc267687568dd593f3,0x95220f4081d9d915c4f2b72f897250d57381cf39,38.132,420000,35000000000
2019-10-12 06:38:28,0xa7efae728d2936e78bda97dc267687568dd593f3,0x06127d8b3a1c626de52b4b6c064d97d207a95583,32.1,420000,35000000000
2019-10-12 06:38:50,0xa7efae728d2936e78bda97dc267687568dd593f3,0xd6e5fa20d88c7ade607497c9f0bb673de72cd236,11.207,420000,35000000000
2019-10-12 06:41:57,0xa7efae728d2936e78bda97dc267687568dd593f3,0x3b5f68aaf525679f6842903e2f761b9861fa2f79,500.0,420000,35000000000
2019-10-12 06:42:39,0xa7efae728d2936e78bda97dc267687568dd593f3,0x861b7e919cb8ed0ed891d31e1b4723f5dbe5f8e7,2.0,420000,35000000000
2019-10-12 06:44:22,0xa7efae728d2936e78bda97dc267687568dd593f3,0x8f1e1a53123cf84c9fad9bcdd596a8ddcaa11d9a,10.04,420000,35000000000
2019-10-12 06:45:55,0x05407747f35f63bef7629df9d548a27d9be34550,0xa7efae728d2936e78bda97dc267687568dd593f3,1.69657469,420000,35000000000
2019-10-12 06:45:55,0x5861732c67b13d3465cfdcae88e52ce1b9282e42,0xa7efae728d2936e78bda97dc267687568dd593f3,10.90911729,420000,35000000000
2019-10-12 06:45:55,0xfe806791ec5bbac0c082be23224abb745ba84f25,0xa7efae728d2936e78bda97dc267687568dd593f3,310.799265,420000,35000000000
2019-10-12 06:45:55,0xbdb19ea47caf2485274610badd812ba8e1365356,0xa7efae728d2936e78bda97dc267687568dd593f3,4.899265,420000,35000000000
2019-10-12 06:45:55,0x512072175b9cc18339ec48459467a660f943ef65,0xa7efae728d2936e78bda97dc267687568dd593f3,7.989265,420000,35000000000
2019-10-12 06:45:55,0x6eda7ca6113fc68b1ddc83f4f98558f8f7315a26,0xa7efae728d2936e78bda97dc267687568dd593f3,2.89,420000,35000000000
2019-10-12 06:45:55,0xed94d0321b5cfc0c9d11f9e119156c001301a983,0xa7efae728d2936e78bda97dc267687568dd593f3,2.67463504,420000,35000000000
